text,subject,fake
"COPENHAGEN (Reuters) - Swedish journalist Kim Wall died when she was accidentally hit by a heavy hatch cover on board a home-made submarine, the Danish owner of the vessel testified in court on Tuesday. Peter Madsen, who denies killing Wall, said he was holding the hatch for her but it slipped and hit her head as they sailed in the strait between Denmark and Sweden last month on the UC3 Nautilus submarine he had built.  Madsen, 46, was speaking in court after being charged with killing the Swedish journalist on the submarine and mutilating her body   a case bearing many of the attributes of the region s popular Nordic Noir books and films. It could mean a sentence of five years to life in prison for Madsen, if found guilty. The court on Tuesday ordered a psychiatric evaluation and that Madsen be kept in custody for four weeks. In its preliminary investigation, the court had ordered Madsen detained until Tuesday on the lesser charge of involuntary manslaughter. Madsen said Wall s death was an accident. With the vessel at the surface, he said he had crawled out through the hatch and was standing on top, while holding it open  to let Wall follow him. At that moment, the submarine was rocked by a wave from another boat.  I lose my foothold and the hatch shuts,  he told the Copenhagen court, saying Wall was knocked to the floor.  There was a pool of blood where she had landed.  A prosecutor also read earlier testimony from behind closed doors in which Madsen said the impact had fractured the journalist s skull and killed her. Madsen said he tried to bury her at sea but denied mutilating her body, and added that he had contemplated killing himself while still on board. Wall, a 30-year-old freelance journalist who was researching a story on Madsen, went missing after he took her out to sea in his 17-metre (56-foot) submarine on Aug. 10. On Aug. 23, police identified a headless female torso that washed ashore in Copenhagen as Wall s. The cause of her death has not been determined. In court, Madsen denied having amputated her limbs and said he dropped her  whole  body into the water, several hours after her death, after having a sleep because he was  tired and exhausted . He admitted that he wanted to  bury her at sea  by attaching metal to the body in order for it to sink.   I had no contact with the body and didn t want a dead body in my submarine,  Madsen told the court.  I put a rope around her feet to drag her out of the hatch,  he said, adding that he was crying during this operation.  I am suicidal at this stage (and) thought a fitting end for Peter Madsen would be on board the Nautilus,  he said.  I was in a condition where I decided I couldn t continue the life I had been living.  He changed his mind, he said, because he wanted to see his wife and three cats. The submarine is one of three Madsen had built and one of the largest privately built ones in the world. It could carry eight people and weighed 40 tonnes fully equipped. A day after taking Wall out to sea, Madsen was rescued in a navy operation after deliberately sinking the vessel. ",worldnews,0
"PARIS (Reuters) - French President Emmanuel Macron s government announced reforms to loosen labor regulations and drive down unemployment, drawing criticism from unions but limited support for the street protests that have hindered previous reform bids.  After weeks of negotiations with unions over the summer, the centrist government revealed measures including a cap on payouts for dismissals adjudged unfair and greater freedom to hire and fire. The plan would also give companies more flexibility to adapt pay and working hours to market conditions. The labor code reform is the first big test of Macron s drive to re-shape the euro zone s second biggest economy with its near double-digit jobless rate, double that in Britain and markedly higher than Germany. He also seeks a  grand bargain  with Germany over broader reforms of the euro zone. For decades, governments of the left and right have tried to reform France s strict labor rules, but have always diluted them in the face of street protests. The reform makes no direct reference to France s 35-hour week but gives employers more flexibility to negotiate deals with employees to work around it. Labour Minister Muriel Penicaud described the five decrees laying out the reforms as  a transformation of labor rules on an unprecedented scale . Prime Minister Edouard Philippe said they were necessary to fight France s stubbornly high unemployment.   The truth is that for bosses, especially of small companies, and foreign investors, the existing labor law is seen as a brake on hiring and investment,  Philippe said. Trade unions were less upbeat at what they perceived as the loss of long-cherished workers  rights.  All of our fears have been confirmed,  said Philippe Martinez, head of the hard-left CGT union, after the government presented the decrees to unions and employers. He said the union would press ahead with its plan for a protest on Sept. 12. But Macron s assiduous courting of the unions over the summer appeared to have born fruit. France s biggest union, the reformist CFDT, said it was disappointed with what amounted to a missed opportunity to improve labor relations. But both the CFDT and the smaller Force Ouvriere, one of the spearheads of last year s anti-reform protests, said they would not be joining the CGT s protest.   This reform does not rise to the occasion , CFDT leader Laurent Berger told reporters, but he added:  Taking to the streets is not the only mode of action for unions.  It sets a cap on compensation for a dismissal judged in a labor court to be unfair. This will be set at three months of wages for two years in the company with the amount rising progressively depending on how long a worker was with the firm. In a concession to unions, normal severance pay would be increased from 20 percent of one month s wage for each year in a company to 25 percent. Economists drew parallels with Germany and Spain.  This very much resembles the labor reform carried out in Germany in 2004-2005,  said Florian Hense, European economist at Berenberg Bank.  This could very well propel France to a golden decade like Germany had.   Dutch bank ING said:  The ceiling on dismissal compensation is a milestone in labor flexibility and a real positive for permanent contract creation. In Spain, a similar reform kick-started an unprecedented labor market recovery.   Pierre Gattaz, the head of the MEDEF employers federation, described the reforms as an important first step which would boost confidence within companies. The CPME, a small business lobby, was even more positive.  At last!,  it said in a statement.  After months of negotiations, we got results. The reform we had been waiting for so long is there.  The labor reforms comes as the 39-year-old president suffers a steep drop in popularity ratings. Early policy announcements including an overhaul of the wealth tax and cuts to housing assistance have left a swathe of voters feeling his policies favor the rich, pollsters say. The government plans to start talks on overhauling unemployment benefits in October before tackling pension reform next year.  Parliament, where Macron s Republic on the Move party has a commanding majority, has already voted to allow the government to issue the decrees without a vote in the assembly. The government plans to adopt the decrees on Sept. 22.    ",worldnews,0
"(Reuters) - Highlights of the day for U.S. President Donald Trump’s administration on Sunday: Trump ramps up his criticism of a federal judge who blocked a travel ban on seven mainly Muslim nations and says courts were making U.S. border security harder, intensifying the first major legal battle of his presidency. Many of those caught up in Trump’s travel ban last weekend took advantage of a federal judge’s order temporarily suspending the order to complete their disrupted journeys to the United States. Trump faces an uphill battle to overcome a federal judge’s temporary hold on his travel ban, but the outcome of a ruling on the executive order’s ultimate legality is less certain, experts say Several technology companies plan to send a letter Trump on Monday urging his administration to follow through on proposed changes to the travel ban, sources familiar with the letter say. Washington state’s lawsuit challenging Trump’s executive order on immigration emerged out of a chaotic, 48-hour period in which the need for immediate action held sway over the kind of carefully thought-out strategizing that usually leads up to the filing of a major legal complaint, according to state Attorney General Bob Ferguson and other attorneys involved in actions against the order. German Foreign Minister Sigmar Gabriel says he was reassured after meetings last week with top U.S. officials that the United States is committed to a united Europe and to the NATO alliance. Despite declarations of unity at a recent European Union summit in Malta, EU countries are split on how to respond to policies from Trump, who has reversed staunch postwar U.S. support for European integration and suggested others follow Britain out of a bloc he has called “a vehicle for Germany.” Trump’s first two weeks in office have left some European politicians leaders aghast but are drawing cheers from France’s far-right National Front, as its leader, Marine Le Pen, launches her own bid for power. The governor of Colorado says he believes the Cuban government wants to further improve relations with the United States under Trump, as he wraps up a three-day visit to the Communist-run island nation. Trump says in remarks broadcast on Sunday that he would put Vice President Mike Pence in charge of a commission to probe what he believes was voter fraud in last November’s election. ",politicsNews,0
"(Reuters) - Energy infrastructure companies in the Caribbean and southeastern United States continued to restart as of Friday after shutdowns due to Hurricane Irma. Irma was downgraded to a tropical depression on Monday and weakened further into a post-tropical cyclone by Tuesday, the National Hurricane Center said.  Kinder Morgan Inc said it is making  significant progress  on restarting systems that were temporarily or partially shut down as a precaution during the passage of Irma. It said the Orlando and Tampa products terminals and their associated truck racks, the Central Florida Pipeline (CFPL), Elba Island LNG Terminal, the Plantation Pipe Line system, and other terminals in Alabama, Georgia and South Carolina are fully operational. Dominican Republican Refidomsa s Haina refinery and its docks returned to normal after Irma, a source familiar with the matter told Reuters. Statoil  said operations at South Riding Point resumed earlier this week after being shut down during the weekend.  Buckeye Partners LP did not immediately have an update available on its Bahamas crude oil and fuel terminal, previously known as Borco. The terminal is Buckeye s largest and can store about 26.2 million barrels of oil, fuel oil, gasoline and other products. Buckeye s terminals in Puerto Rico have returned to normal, a spokesman told Reuters in an email. Port Everglades, South Florida s main petroleum delivery hub, said it is open with no restrictions. Of the 12 petroleum terminals supplying transportation fuels, 10 were up and delivering fuel to retail stations and two that are still working to reopen have water intrusion and related issues, the Port said. Irma, which had ranked as one of the most powerful Atlantic storms on record before striking the U.S. mainland as a Category 4 hurricane on Sunday, has been blamed for at least 82 deaths, with several hard-hit Caribbean islands, including Puerto Rico and the U.S. Virgin Islands, accounting for more than half the fatalities.             COMPANY             LOCATION      ACTION                 FULL STORY                      Refidomsa           Haina,        Refining, docks back                                             Dominican     to normal                                                        Republic                                                   COMPANY         LOCATION      ACTION                 FULL STORY                      Norfolk         U.S.           Opened origin                               Southern Corp   Southeast     facility gates for                                                         shipments destined to                                                      Charleston, South                                                          Carolina, though                                                           gates remained closed                                                      to traffic destined                                                        for Jacksonville,                                                          Florida,                                                                   Savannah-Garden City                                                       in Georgia, and                                                            Florida East Coast                                                         Railway locations                            COMPANY         LOCATION      ACTION                 FULL STORY                      Buckeye         Puerto Rico   Terminal facilities                          Partners                      in Puerto Rico have                                                        returned to normal                                                         operations                                   Buckeye         Freeport,     Targets normal                               Partners        Grand Bahama  operations at Bahamas                                        Island        oil, fuel terminal on                                                      Tuesday                                      Statoil         Grand Bahama  South Riding Point                                           Island        storage and                                                                transshipment                                                              terminal operations                                                        resumed                                      NuStar          St.           Statia terminal                                              Eustatius     suffered damage to                                                         several tanks and                                                          other equipment due                                                        to Hurricane Irma.                                                         All employees safe,                                                        no oil spills have                                                         been registered;                                                           Assessments were put                                                       on hold due to                                                             Hurricane Jose                               Limetree Bay    St. Croix,    Hovensa terminal                             Terminals       U.S. Virgin   shuttered due to                                             Islands       storm, traders said                          American        Brunswick,    Shut down around noon                        Midstream       Georgia       on Friday and                                Brunswick                     evacuated employees                          Terminal                                                                   Odfjell         Charleston,   Continuing                                   Terminal        South         operations,                                                  Carolina      monitoring the status                                                      of storm                                     Port            Hollywood,    Open with no           [nL4N1LU4L9]                      Everglades      Florida       restrictions                                 Kinder Morgan                 Making  significant                                                        progress  on                                                               restarting systems                                                         that were temporarily                                                      or partially shut                                                          down as a precaution                         COMPANY         LOCATION      ACTION                 FULL STORY                      Shell           Eastern Gulf  Reduced staff at its                                         of Mexico     eastern Gulf of                                                            Mexico assets as a                                                         precautionary measure                        BP              Thunder       Non-essential                                                Horse         personnel evacuated                                          platform      from platform and                                                          associated drill ship                                                      West Vela                         ",worldnews,0
"(Reuters) - President Donald Trump’s executive order directing federal agencies to take away funding from self-proclaimed sanctuary cities had one big exemption for one of his favorite constituencies: the police, who would be protected from cuts. But Trump’s opponents say that very exemption makes it much more likely that a judge could strike down that section of the order as unconstitutional. It is just one example of the legal arguments that cities, immigration groups and other opponents are readying as they prepare to fight an executive order signed by Trump on Wednesday that would cut federal aid to “sanctuary” jurisdictions that limit cooperation with federal immigration authorities. Lawyers for the potential challengers pointed to court rulings that said the federal government can only withhold funds to local jurisdictions if the money is directly tied to the behavior it objects to. The Trump administration cannot cut funds for sanctuary cities’ healthcare and education while preserving money for police, since those jobs relate more closely to immigration enforcement, said Richard Doyle, city attorney in San Jose, California. He said it was not clear whether existing federal funding or only future grants would be targeted.    Supporters of the new Republican president’s actions say that sanctuary cities ignore federal law and think the White House will be able to answer with a strong case in court. Federal law allows Trump to restrict public assistance “of any kind where an illegal alien could possibly benefit,” said Dale Wilcox, executive director of the Washington-based conservative Immigration Reform Law Institute.  The White House did not immediately respond to a request for comment. In New York City, Mayor Bill de Blasio in a news conference said his chief legal officer would be in court the “hour” after any specific action to withhold money came through. “There is less here than meets the eye. This executive order is written in a very vague fashion,” said de Blasio, a Democrat. San Francisco City Attorney Dennis Herrera, also a Democrat, said his office was still examining whether it could sue before Trump made any specific move to cut funds.  Trump’s order directed that funding be slashed to all jurisdictions that refuse to comply with a statute that requires local governments to share information with immigration authorities.  Omar Jadwat, director of the American Civil Liberties Union’s Immigrants’ Rights Project, said the cities can argue “they are fully in compliance with that statute,” since they do share information with federal authorities, but offer limited cooperation when it comes to turning over immigrants who are not convicted criminals. There could also be procedural snarls to implementing the cuts, lawyers who specialize in federal grants said. If the U.S. government seeks to cut off grants to a certain recipient, it must go through a complicated process known as “suspension and debarment,” and cities would have the right to appeal. “It’s fair to say that they don’t understand the scope and reach of federal grants law,” said Edward Waters, who heads the federal grants practice at the law firm Feldesman Tucker Leifer Fidell in Washington, referring to the Trump administration. The White House would also have to negotiate with states that are home to sanctuary cities. Nearly 90 percent of $652 billion the federal government handed out through more 1,500 separate grant programs in the most recent fiscal year went to states, not directly to cities, according to a Reuters review of federal spending data. If the Trump administration wanted to try to cut off Medicaid money to Chicago, for example, it would have to work through the state government of Illinois, which could pose an additional barrier, Waters said. Advocacy groups for immigrants’ rights said they are also preparing their own legal challenges to other aspects of two executive orders Trump signed on Wednesday, examining sections that deal with expanding detention of immigrants and changing how asylum requests are processed.  “All of our legal research is done, most of the complaints are all drafted,” said Marielena Hincapie, executive director of the National Immigration Law Center, based in Los Angeles. She said litigation could be filed in the next days. ",politicsNews,0
"(Reuters) - Oklahoma Governor Mary Fallin plans to call a special legislative session to fill a budget shortfall of $215 million tied to cigarette sales, according to a statement issued by her office on Wednesday.  “I am planning on calling a special session beginning September 25 for legislators to adjust the current fiscal year budget,” she said in a statement.  On Aug. 10, Oklahoma’s State Supreme Court ruled against a measure passed during the last legislative session that created a $1.50 “cessation” fee for cigarette packs. The fee was expected to add about $215 million to state coffers, mostly earmarked for health and human services agencies.  Fallin said in a statement last month that the ruling meant Oklahoma would also miss out on federal matching funds. The fee was passed when lawmakers were attempting to fill an $878 million budget shortfall.  A special session would cost Oklahoma an additional $30,000 per day, according to an August statement by the state’s House Democratic Caucus.  Following Fallin’s announcement Wednesday, House Speaker Charles McCall, in a statement, said House Republicans would consider raising a cigarette tax in a special session “but will send it to a vote of the people if House Democrats again refuse to support the measure.” If passed in special session, the cigarette tax would generate approximately $122 million for fiscal 2018’s budget, the statement said. The balance of money to plug the hole would come from existing budget sources as well as utilizing some of the state’s Rainy Day Fund “The cigarette tax is the only feasible tax option Oklahomans have said they would support,” McCall said. Oklahoma’s fiscal issues stem from tax cuts and structural changes to the state budget, further exacerbated by a decline in energy prices a few years ago, said Robert Dauffenbach, a senior associate dean for economic development and impact at the University of Oklahoma. Oklahoma has a balanced budget requirement. Its fiscal 2018 budget totaled about $6.8 billion, according to Michael McNutt, a spokesman for Fallin. The yield on Oklahoma 10-year general obligation bonds traded 20 basis points over the benchmark Thomson Reuters Municipal Market Data AAA yield scale at the close on Tuesday. The yield was little changed from the end of May, when the state’s legislative session ended.  ",politicsNews,0
"COX S BAZAR, Bangladesh (Reuters) - Rohingya Muslims fleeing a Myanmar military offensive arrived in Bangladesh on Monday with fresh accounts of violence and arson  as a rights group called for sanctions and an arms embargo to stop what the United Nations has branded ethnic cleansing. The latest wave of violence in western Myanmar s Rakhine State began on Aug. 25, when Rohingya insurgents attacked police posts and an army camp, killing about 12 people. The Myanmar military response has sent more than 410,000 Rohingya Muslims fleeing to Bangladesh, escaping what they and rights monitors say is a campaign aimed at driving out the Muslim population. Buddhist-majority Myanmar rejects that, saying its forces are carrying out clearance operations against the insurgents of the Arakan Rohingya Salvation Army, which claimed responsibility for the August attacks and smaller raids in October. Hundreds of refugees traveled by small boats to an island on the southernmost point of Bangladesh late on Sunday and on Monday, telling of persecution and destruction.  The army came and they burned our homes, they killed our people. There was a mob of Rakhine people too,  said Usman Goni, 55, after he stepped off a boat with his seven children and wife, clutching two sticks tied in rope and a sack. Many of the refugees have spoken of ethnic Rakhine Buddhist civilians joining the Myanmar army in its attacks. Myanmar denies that and has blamed Muslim insurgents for the violence. Myanmar has largely sealed the area off to aid workers and reporters. Rights groups say satellite images show about 80 smouldering Muslim villages. They have seen evidence of arson attacks on Buddhist villagers, but on a much smaller scale. Most of the new arrivals said their villages had been torched on Friday, when huge clouds of smoke were clearly seen over Myanmar.  There s nothing left,  said a Nurhaba, 23, who said she was from a village close to Maungdaw town. About a million Rohingya lived in Rakhine State until the recent violence. Most face draconian travel restrictions and are denied citizenship in a country where many Buddhists regard them as illegal immigrants from Bangladesh. Myanmar government leader and Nobel laureate Aung San Suu Kyi has faced a barrage of criticism from abroad for not stopping the violence. The military remains in charge of security and there is little sympathy for the Rohingya in a country where the end of army rule has unleashed old animosities. The military campaign in Rakhine State has wide support. Suu Kyi is due to speak to the nation on Tuesday about a crisis the United States has called a  defining moment  for her country. U.S. Deputy Assistant Secretary of State Patrick Murphy is due in Myanmar this week.  He will travel to Sittwe, the capital of Rakhine State, to meet government officials and representatives of different communities, including Rohingya, but he is not seeking to travel to the conflict zone in northern Rakhine State. Human Rights Watch said Myanmar security forces were disregarding world condemnation and the time had come to impose tougher measures that the generals could not ignore. It called for governments to  impose travel bans and asset freezes on security officials implicated in serious abuses; expand existing arms embargoes to include all military sales, assistance, and cooperation; and place a ban on financial transactions with key ... military-owned enterprises . For years, the United States and Western allies imposed sanctions on Myanmar in support of Suu Kyi s campaign for democracy. Its response was to forge closer ties with China. U.S.-Myanmar ties have been improving since the military began withdrawing from government in 2011, and paved the way for a 2015 election won by Suu Kyi s party. A Trump administration official said the violence made it harder to build warmer ties, and there would likely be some  easing  in the short term, but he did not expect a return to sanctions.  People are too invested in the last five years of thawing, which is understood by everyone to be strategically sound,  said the official, who declined to be identified.  Long-term, the trajectory is probably tighter relations.  In a rare expression of support for the Rohingya from within Myanmar, a group from the Karen ethnic minority, called for the military to halt its operations and for economic sanctions to be considered. For decades of army battled autonomy-seeking Karen insurgents that sent more than 100,000 villagers fleeing to Thailand. The insurgents have now made peace. Bangladesh is struggling to cope with the refugees  and aid workers fear people could die due to a lack of food, shelter and water, given the numbers. Bangladesh has said all refugees must go home. Myanmar has said it will take back those who can verify their citizenship. Several thousand protesters tried to march on the Myanmar embassy in the Bangladeshi capital, Dhaka, but police kept them well back. For an interactive on the Rohingya exodus, click: here ",worldnews,0
"TOLEDO, Ohio; WINSTON SALEM, N.C. (Reuters) - U.S. Republican presidential nominee Donald Trump criticized Democrat Hillary Clinton on Thursday over her trade policies, saying she would handle trade deals so badly that the country should “just cancel the election” and name him the victor.  Speaking to supporters in Toledo, Ohio, Trump said the North American Free Trade Agreement signed by Clinton’s husband, former President Bill Clinton, had led to the outsourcing of thousands of Ohio jobs to Mexico, a practice he vowed to stop if elected president on Nov. 8. “We should just cancel the election and just give it to Trump, right?” he said. “What are we even having it for? Her policies are so bad.” Trump said he believed Clinton would seek passage of the 12-nation Trans Pacific Partnership, President Barack Obama’s signature Asian trade deal, which she now opposes. Trump’s remarks came as the New York businessman tries to steady rocky poll numbers amid a series of controversies and self-inflicted wounds.  He has struggled to handle the fallout from the release of a 2005 “Access Hollywood” video that showed the then-reality TV star talking on an open microphone about groping women and trying to seduce a married woman. The video was taped only months after Trump married his third wife, Melania. Trump said on Thursday it was “certainly illegal” for NBC to release the tape and he left open the option of seeking legal action against the network after the election. Since the video’s release, a series of women have accused Trump of groping them or kissing them without their consent. Trump has called the allegations “absolutely false.” The latest RealClearPolitics poll average showed Clinton with a nearly 6-point national lead over Trump, fueled by declining support among women for his candidacy. Trump, without evidence, has blamed his sagging poll numbers on a rigged election, and said the media had fixed the opinion polls in order to inflate Clinton’s numbers. Numerous studies have shown that voter fraud in U.S. elections is very rare, and a number of prominent Republicans have denounced Trump’s claim that the system is unsound. While Trump campaigned in  Ohio, a plane carrying his running mate, Indiana Governor Mike Pence, skidded off the runway after landing at New York City’s LaGuardia Airport on Thursday night. There were no injuries, the Pence campaign said. Clinton on Thursday made her first joint campaign appearance with one of her most powerful supporters, first lady Michelle Obama, at a North Carolina rally to urge young people and women to vote. Clinton, a former first lady who lost the 2008 Democratic nomination to then-U.S. Senator Barack Obama before becoming his secretary of state, praised Michelle Obama for standing up for the rights of girls and women worldwide, drawing a sharp contrast with her Republican rival. “I wish I didn’t have to say this. ... But indeed, dignity and respect for women and girls is also on the ballot in this election,” Clinton told a crowd of about 11,000. “And I want to thank our first lady for her eloquent, powerful defense of that basic value.” Michelle Obama’s stinging denunciation of Trump after a leaked 2005 video showed him making lewd remarks and bragging about groping women was seen by many as one of the campaign’s most striking condemnations of the New York businessman. Without naming Trump, Obama took him to task again in North Carolina, asking the crowd which candidate they wanted to represent their daughters from the White House. “We want a president who takes this job seriously, and has the temperament and maturity to do it well. Someone who is steady. Someone who we can trust with the nuclear codes,” Obama said.  “I would not be here lying to you: I believe with all of my heart that Hillary Clinton will be that president,” she said. Although Michelle Obama was critical of Clinton during the hard-fought 2008 Democratic nominating race, any trace of bitterness appeared long behind them. The two women showed an easy rapport. They embraced and smiled. Obama called Clinton “my girl” and made a point of telling the crowd they were tight. “If people wonder: Yes, Hillary Clinton is my friend,” she said. Clinton promised to take good care of Obama’s White House vegetable garden if she won and wistfully praised the athletic first lady’s dancing skills. “One could only hope,” Clinton said. She also lauded Obama’s work for children and military families and in what was perhaps a nod to African-Americans she hopes will vote for her in the state, said Obama had faced challenges she had not as a presidential spouse. “Let’s be real. As our first African-American first lady, she’s faced pressures I never did, and she’s handled them with pure grace,” Clinton said to applause. Although a sometimes reluctant campaigner, the first lady has thrown herself into the race, and the Clinton campaign has deployed her strategically to increase support among young people and blacks, with whom she is especially popular. ",politicsNews,0
"YANGON (Reuters) - Proposed U.S. sanctions targeting Myanmar s military for its treatment of Rohingya Muslims would hinder the fledgling civilian government sharing power with the generals, a spokesman for de facto leader Aung San Suu Kyi said on Friday. The bill, introduced by members of the U.S. Senate on the eve of Donald Trump s departure on his first trip to Asia since becoming president in January, seeks to reimpose some sanctions lifted last year as Myanmar returned to democracy. The measure would impose targeted sanctions and travel curbs on Myanmar military officials and bar the United States from supplying most assistance to the military until perpetrators of atrocities against the Rohingya in Myanmar s western Rakhine State are held accountable. Responding to the moves in Washington, Suu Kyi s spokesman, Zaw Htay, told Reuters,  we need internal stability to improve the country s economy. Imposing international sanctions directly affects the people in travel and in business investments, and there are many bad consequences.  Myanmar officials would explain the government s efforts on Rakhine during a visit by Secretary of State Rex Tillerson scheduled for Nov. 15, he added.  We will explain to him what we are doing when he comes here. We can not tell him not to do that. And we don t know what is U.S. policy,  Zaw Htay said. Zaw Htay, a former army major who is a holdover from the quasi-civilian administration that handed over the reins last year, said the army, known as the Tatmadaw, had to be involved in Myanmar s transition. Myanmar was previously hit by sanctions over the military junta s brutal suppression of the then opposition led by Suu Kyi, but Zaw Htay stressed the civilian government still has to work with the military.    The country s reconstruction cannot be done only by the government. The Tatmadaw needs to be involved, it is very clear. Everything has to undergo negotiation with the Tatmadaw under the 2008 constitution,  he said, referring to the charter drawn up by the junta before Myanmar began its democracy transition.   Sanctions and pressures affect the government s work. It won t be a positive result if they impose sanctions, as with the previous experience (of sanctions).  He added,  Of course, it will damage all the business investments, not only military-owned (businesses). It will definitely have a bad affect. There can only be bad results.  Republican Senate Armed Services Committee chairman John McCain, and Senator Ben Cardin, the top Democrat on the Senate Foreign Relations Committee, were among the lawmakers who have sponsored the bill.  A companion bill is also being introduced in the House of Representatives.  Members of Congress have pressed for a strong response to the plight of the Rohingya, and the Trump administration has been weighing labeling the actions by Myanmar s military as  ethnic cleansing . Myanmar has rejected that accusation, defending the military s actions as a counter-insurgency operation provoked by Rohingya militant attacks on 30 security posts in Rakhine State on Aug. 25. More than 600,000 Rohingya Muslims have fled Buddhist-majority Myanmar since the military crackdown that has led to reports of burnt villages and widespread killings. The United Nations has denounced it as a classic example of ethnic cleansing. Zaw Htay said Myanmar was calling for the international community to  cooperate positively  on the Rakhine issue, rather than focusing on what he called mere allegations of abuse by security forces.  We are not ignoring human rights abuses,  he said.  They are all allegations. The international diplomats and international organizations who are saying what happened are always using allegations, without evidence. No one can give strong evidence of their allegations, although we asked for it.  Myanmar had so far been unable to take action based on the claims made by refugees in Bangladesh, he said.  We will take action if they are right...So cooperate with us by showing strong evidence, rather than basing it on just allegations.  ",worldnews,0
"ALMATY (Reuters) - The sister of the Uzbek immigrant accused of killing eight people in New York said her brother might have been brainwashed and appealed to U.S. President Donald Trump on Friday to ensure he gets a fair trial. Sayfullo Saipov, 29, was charged in a federal court on Wednesday with driving a rented pickup truck down a riverside bike trail, crushing pedestrians and cyclists, in support of Islamic State. A dozen more people were injured in the city’s bloodiest single attack since Sept. 11, 2001. Trump called for Saipov to receive the death penalty. Speaking from Tashkent, the capital of Uzbekistan, Saipov’s sister, Umida Saipova, said she hoped Trump would help ensure her brother was given “more time” and “a fair trial”. She told Reuters by telephone that she and her family had been shocked to see Saipov grow a long beard after he got married in 2013. Umida Saipova told Radio Free Europe (RFE) that her family believed that her brother may have been brainwashed. “We don’t know who has brainwashed him,” Saipova said. “Perhaps he’s become part of some organized group. I don’t know, honestly, how long it will take for his head to get rid of that poison, but I’m sure he will come to his senses, God willing.” She said she had spoken to her brother the day before the attack.  “He was in a good mood. It was a usual, good conversation,” she told RFE. Saipov’s mother, Mukaddas, told Reuters she last saw her son in August when she visited the United States. The attack was a “total shock” to the family, she said. “I was shocked by the news and I have been in hospital (since then) until this afternoon,” she said. Mukaddas said Sayfullo told her in August he missed Tashkent. She wanted to bring him home, but could not do that because his youngest child was only 20 days old, she said. Sayfullo never complained about his life in the United States and was able to support his family and help his parents at the same time, she said. “He was kind with all of his friends,” Mukaddas said. “No, he was not religious and never visited mosques because he was always busy with studying and then working.” Trump has tweeted of Saipov: “should move fast. DEATH PENALTY!” Umida Saipova told RFE she and her family hoped her brother would not be sentenced to death in some rushed show trial. Amid unconfirmed reports that the Uzbek authorities are questioning her family, she added that she did not know where her father and uncle were.  ",politicsNews,0
